standard_id,standard_text,chunk_count,avg_score,max_score,coverage_level
CCSS.MATH.HSG.CO.C.11,"Prove theorems about parallelograms. Theorems include: opposite sides are congruent, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and conversely, rectangles are parallelograms with congruent diagonals.",2,0.72325,0.7583,weak
CCSS.MATH.HSG.CO.C.9,"Prove theorems about lines and angles. Theorems include: vertical angles are congruent; when a transversal crosses parallel lines, alternate interior angles are congruent and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment's endpoints.",1,0.6965,0.6965,weak
CCSS.MATH.HSG.CO.D.12,"Make formal geometric constructions with a variety of tools and methods (compass and straightedge, string, reflective devices, paper folding, dynamic geometric software, etc.). Copying a segment; copying an angle; bisecting a segment; bisecting an angle; constructing perpendicular lines, including the perpendicular bisector of a line segment; and constructing a line parallel to a given line through a point not on the line.",0,0,0,none
CCSS.MATH.HSG.CO.D.13,"Construct an equilateral triangle, a square, and a regular hexagon inscribed in a circle.",0,0,0,none
CCSS.MATH.HSG.GMD.A.1,"Give an informal argument for the formulas for the circumference of a circle, area of a circle, volume of a cylinder, pyramid, and cone. Use dissection arguments, Cavalieri's principle, and informal limit arguments.",3,0.6708,0.682,strong
CCSS.MATH.HSG.GMD.A.3,"Use volume formulas for cylinders, pyramids, cones, and spheres to solve problems.",6,0.7278333333333333,0.7592,strong
CCSS.MATH.HSG.GMD.B.4,"Identify the shapes of two-dimensional cross-sections of three-dimensional objects, and identify three-dimensional objects generated by rotations of two-dimensional objects.",0,0,0,none
CCSS.MATH.HSG.GPE.A.1,Derive the equation of a circle of given center and radius using the Pythagorean Theorem; complete the square to find the center and radius of a circle given by an equation.,2,0.688,0.7242,weak
CCSS.MATH.HSG.GPE.A.2,Derive the equation of a parabola given a focus and directrix.,0,0,0,none
CCSS.MATH.HSG.GPE.B.4,Use coordinates to prove simple geometric theorems algebraically.,0,0,0,none
CCSS.MATH.HSG.GPE.B.5,"Prove the slope criteria for parallel and perpendicular lines and use them to solve geometric problems (e.g., find the equation of a line parallel or perpendicular to a given line that passes through a given point).",7,0.7035857142857144,0.7663,strong
CCSS.MATH.HSG.GPE.B.6,Find the point on a directed line segment between two given points that partitions the segment in a given ratio.,0,0,0,none
CCSS.MATH.HSG.GPE.B.7,"Use coordinates to compute perimeters of polygons and areas of triangles and rectangles, e.g., using the distance formula.",2,0.69545,0.7155,weak
CCSS.MATH.HSG.MG.A.1,"Use geometric shapes, their measures, and their properties to describe objects (e.g., modeling a tree trunk or a human torso as a cylinder).",6,0.6669333333333333,0.6918,strong
CCSS.MATH.HSG.MG.A.2,"Apply concepts of density based on area and volume in modeling situations (e.g., persons per square mile, BTUs per cubic foot).",10,0.6729,0.695,strong
CCSS.MATH.HSG.MG.A.3,"Apply geometric methods to solve design problems (e.g., designing an object or structure to satisfy physical constraints or minimize cost; working with typographic grid systems based on ratios).",1,0.6717,0.6717,weak
CCSS.MATH.HSG.SRT.A.1,Verify experimentally the properties of dilations given by a center and a scale factor.,3,0.7231,0.7321,strong
CCSS.MATH.HSG.SRT.A.2,"Given two figures, use the definition of similarity in terms of similarity transformations to decide if they are similar; explain using similarity transformations the meaning of similarity for triangles as the equality of all corresponding pairs of angles and the proportionality of all corresponding pairs of sides.",4,0.71765,0.7431,strong
CCSS.MATH.HSG.SRT.A.3,Use the properties of similarity transformations to establish the AA criterion for two triangles to be similar.,0,0,0,none
CCSS.MATH.HSG.SRT.B.4,"Prove theorems about triangles. Theorems include: a line parallel to one side of a triangle divides the other two proportionally, and conversely; the Pythagorean Theorem proved using triangle similarity.",2,0.7441,0.7581,weak
CCSS.MATH.HSG.SRT.B.5,Use congruence and similarity criteria for triangles to solve problems and to prove relationships in geometric figures.,0,0,0,none
CCSS.MATH.HSG.SRT.C.6,"Understand that by similarity, side ratios in right triangles are properties of the angles in the triangle, leading to definitions of trigonometric ratios for acute angles.",1,0.7225,0.7225,weak
CCSS.MATH.HSG.SRT.C.7,Explain and use the relationship between the sine and cosine of complementary angles.,1,0.6552,0.6552,weak
CCSS.MATH.HSG.SRT.C.8,Use trigonometric ratios and the Pythagorean Theorem to solve right triangles in applied problems.,1,0.6514,0.6514,weak
CCSS.MATH.HSN.CN.A.1,"Know there is a complex number <em>i</em> such that <em>i² =-1</em>, and every complex number has the form <em>a + bi</em> with <em>a</em> and <em>b</em> real.",0,0,0,none
CCSS.MATH.HSN.CN.A.2,"Use the relation <em>i² = -1</em> and the commutative, associative, and distributive properties to add, subtract, and multiply complex numbers.",0,0,0,none
CCSS.MATH.HSN.CN.C.7,Solve quadratic equations with real coefficients that have complex solutions.,0,0,0,none
CCSS.MATH.HSN.Q.A.1,Use units as a way to understand problems and to guide the solution of multi-step problems; choose and interpret units consistently in formulas; choose and interpret the scale and the origin in graphs and data displays.,14,0.7056571428571429,0.7778,strong
CCSS.MATH.HSN.Q.A.2,Define appropriate quantities for the purpose of descriptive modeling. Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.,6,0.7107333333333333,0.7865000000000001,strong
CCSS.MATH.HSN.Q.A.3,Choose a level of accuracy appropriate to limitations on measurement when reporting quantities.,15,0.7038466666666667,0.8071,strong
CCSS.MATH.HSN.RN.A.1,"Explain how the definition of the meaning of rational exponents follows from extending the properties of integer exponents to those values, allowing for a notation for radicals in terms of rational exponents.",0,0,0,none
CCSS.MATH.HSN.RN.A.2,Rewrite expressions involving radicals and rational exponents using the properties of exponents.,1,0.6623,0.6623,weak
CCSS.MATH.HSN.RN.A.3,Explain why the sum or product of two rational numbers is rational; that the sum of a rational number and an irrational number is irrational; and that the product of a nonzero rational number and an irrational number is irrational.,0,0,0,none
CCSS.MATH.HSS.CP.A.1,"Describe events as subsets of a sample space (the set of outcomes) using characteristics (or categories) of the outcomes, or as unions, intersections, or complements of other events (""or,"" ""and,"" ""not"").",9,0.7071555555555555,0.7577,strong
CCSS.MATH.HSS.CP.A.2,"Understand that two events A and B are independent if the probability of A and B occurring together is the product of their probabilities, and use this characterization to determine if they are independent.",23,0.729904347826087,0.8611,strong
CCSS.MATH.HSS.CP.A.3,"Understand the conditional probability of <em>A</em> given <em>B</em> as <em>P(A</em> and <em>B)/P(B)</em>, and interpret independence of <em>A</em> and <em>B</em> as saying that the conditional probability of <em>A</em> given <em>B</em> is the same as the probability of <em>A</em>, and the conditional probability of <em>B</em> given <em>A</em> is the same as the probability of <em>B</em>.",18,0.6806388888888889,0.724,strong
CCSS.MATH.HSS.CP.A.4,Construct and interpret two-way frequency tables of data when two categories are associated with each object being classified. Use the two-way table as a sample space to decide if events are independent and to approximate conditional probabilities.,26,0.6916230769230769,0.8015,strong
CCSS.MATH.HSS.CP.A.5,Recognize and explain the concepts of conditional probability and independence in everyday language and everyday situations.,60,0.6884,0.7796,strong
CCSS.MATH.HSS.CP.B.6,"Find the conditional probability of <em>A</em> given <em>B</em> as the fraction of <em>B</em>'s outcomes that also belong to <em>A</em>, and interpret the answer in terms of the model.",12,0.6616416666666667,0.6897,strong
CCSS.MATH.HSS.CP.B.7,"Apply the Addition Rule, <em>P(A</em> or <em>B) = P(A) + P(B) - P(A</em> and <em>B</em>), and interpret the answer in terms of the model.",17,0.670464705882353,0.7225,strong
CCSS.MATH.HSS.IC.A.1,Understand statistics as a process for making inferences about population parameters based on a random sample from that population.,153,0.6974470588235294,0.8172,strong
CCSS.MATH.HSS.IC.A.2,"Decide if a specified model is consistent with results from a given data-generating process, e.g., using simulation.",0,0,0,none
CCSS.MATH.HSS.IC.B.3,"Recognize the purposes of and differences among sample surveys, experiments, and observational studies; explain how randomization relates to each.",36,0.6932861111111112,0.7825,strong
CCSS.MATH.HSS.IC.B.4,Use data from a sample survey to estimate a population mean or proportion; develop a margin of error through the use of simulation models for random sampling.,125,0.6999944,0.8021,strong
CCSS.MATH.HSS.IC.B.5,Use data from a randomized experiment to compare two treatments; use simulations to decide if differences between parameters are significant.,49,0.6838408163265307,0.7463,strong
CCSS.MATH.HSS.IC.B.6,Evaluate reports based on data.,1,0.6649,0.6649,weak
CCSS.MATH.HSS.ID.A.1,"Represent data with plots on the real number line (dot plots, histograms, and box plots).",9,0.7217555555555556,0.8076,strong
CCSS.MATH.HSS.ID.A.2,"Use statistics appropriate to the shape of the data distribution to compare center (median, mean) and spread (interquartile range, standard deviation) of two or more different data sets.",250,0.6971676,0.8245,strong
CCSS.MATH.HSS.ID.A.3,"Interpret differences in shape, center, and spread in the context of the data sets, accounting for possible effects of extreme data points (outliers).",22,0.7147272727272728,0.8183,strong
CCSS.MATH.HSS.ID.A.4,"Use the mean and standard deviation of a data set to fit it to a normal distribution and to estimate population percentages. Recognize that there are data sets for which such a procedure is not appropriate. Use calculators, spreadsheets, and tables to estimate areas under the normal curve.",189,0.6958835978835979,0.788,strong
CCSS.MATH.HSS.ID.B.5,"Summarize categorical data for two categories in two-way frequency tables. Interpret relative frequencies in the context of the data (including joint, marginal, and conditional relative frequencies). Recognize possible associations and trends in the data.",21,0.7032285714285714,0.7912,strong
CCSS.MATH.HSS.ID.B.6,"Represent data on two quantitative variables on a scatter plot, and describe how the variables are related.",19,0.690821052631579,0.7404,strong
CCSS.MATH.HSS.ID.C.7,Interpret the slope (rate of change) and the intercept (constant term) of a linear model in the context of the data.,9,0.7402,0.8094,strong
CCSS.MATH.HSS.ID.C.8,Compute (using technology) and interpret the correlation coefficient of a linear fit.,52,0.6955461538461538,0.7971,strong
CCSS.MATH.HSS.ID.C.9,Distinguish between correlation and causation.,5,0.68548,0.7143,strong
CCSS.MATH.K.CC.A.1,Count to 100 by ones and by tens.,0,0,0,none
CCSS.MATH.K.CC.A.2,Count forward beginning from a given number within the known sequence (instead of having to begin at 1).,0,0,0,none
CCSS.MATH.K.CC.A.3,Write numbers from 0 to 20. Represent a number of objects with a written numeral 0-20 (with 0 representing a count of no objects).,0,0,0,none
CCSS.MATH.K.CC.B.4,Understand the relationship between numbers and quantities; connect counting to cardinality.,0,0,0,none
CCSS.MATH.K.CC.B.5,"Count to answer ""how many?"" questions about as many as 20 things arranged in a line, a rectangular array, or a circle, or as many as 10 things in a scattered configuration; given a number from 1-20, count out that many objects.",0,0,0,none
CCSS.MATH.K.CC.C.6,"Identify whether the number of objects in one group is greater than, less than, or equal to the number of objects in another group, e.g., by using matching and counting strategies (Include groups with up to ten objects).",0,0,0,none
CCSS.MATH.K.CC.C.7,Compare two numbers between 1 and 10 presented as written numerals.,0,0,0,none
CCSS.MATH.K.G.A.1,"Describe objects in the environment using names of shapes, and describe the relative positions of these objects using terms such as above, below, beside, in front of, behind, and next to.",0,0,0,none
CCSS.MATH.K.G.A.2,Correctly name shapes regardless of their orientations or overall size.,0,0,0,none
CCSS.MATH.K.G.A.3,"Identify shapes as two-dimensional (lying in a plane, ""flat"") or three-dimensional (""solid"").",0,0,0,none
CCSS.MATH.K.G.B.4,"Analyze and compare two- and three-dimensional shapes, in different sizes and orientations, using informal language to describe their similarities, differences, parts (e.g., number of sides and vertices/""corners"") and other attributes (e.g., having sides of equal length).",0,0,0,none
CCSS.MATH.K.G.B.5,"Model shapes in the world by building shapes from components (e.g., sticks and clay balls) and drawing shapes.",0,0,0,none
CCSS.MATH.K.G.B.6,"Compose simple shapes to form larger shapes. For example, ""Can you join these two triangles with full sides touching to make a rectangle?""",0,0,0,none
CCSS.MATH.K.MD.A.1,"Describe measurable attributes of objects, such as length or weight. Describe several measurable attributes of a single object.",0,0,0,none
CCSS.MATH.K.MD.A.2,"Directly compare two objects with a measurable attribute in common, to see which object has ""more of""/""less of"" the attribute, and describe the difference. For example, directly compare the heights of two children and describe one child as taller/shorter.",0,0,0,none
CCSS.MATH.K.MD.B.3,Classify objects into given categories; count the number of objects in each category and sort the categories by count (Limit category counts to be less than or equal to 10.).,0,0,0,none
CCSS.MATH.K.NBT.A.1,"Compose and decompose numbers from 11 to 19 into ten ones and some further ones, e.g., by using objects or drawings, and record each composition or decomposition by a drawing or equation (such as 18 = 10 + 8); understand that these numbers are composed of ten ones and one, two, three, four, five, six, seven, eight, or nine ones.",0,0,0,none
CCSS.MATH.K.OA.A.1,"Represent addition and subtraction with objects, fingers, mental images, drawings, sounds (e.g., claps), acting out situations, or verbal explanations, expressions, or equations.",0,0,0,none
CCSS.MATH.K.OA.A.2,"Solve addition and subtraction word problems, and add and subtract within 10, e.g., by using objects or drawings to represent the problem.",0,0,0,none
CCSS.MATH.K.OA.A.3,"Decompose numbers less than or equal to 10 into pairs in more than one way, e.g., by using objects or drawing, and record each decomposition by a drawing or equation (e.g., 5 = 2 + 3 and 5 = 4 + 1).",0,0,0,none
CCSS.MATH.K.OA.A.4,"For any number from 1 to 9, find the number that makes 10 when added to the given number, e.g., by using objects or drawings and record the answer with a drawing or equation.",0,0,0,none
CCSS.MATH.K.OA.A.5,Fluently add and subtract within 5.,0,0,0,none
